id,organization_id,url,type,species,breeds_primary,breeds_secondary,breeds_mixed,breeds_unknown,colors_primary,colors_secondary,colors_tertiary,age,gender,size,coat,spayed_neutered,house_trained,declawed,special_needs,shots_current,environment_children,environment_dogs,environment_cats,tag1,tag2,tag3,tag4,tag5,name,description,photos_small,photos_medium,photos_large,photos_full,status,published_at,contact_email,contact_phone,contact_address1,contact_address2,contact_address_city,contact_address_state,contact_address_postcode,country,links
44527275,KY56,https://www.petfinder.com/dog/simon-44527275/ky/glasgow/barren-river-animal-welfare-association-ky56/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Australian Cattle Dog / Blue Heeler,Australian Shepherd,TRUE,FALSE,Yellow / Tan / Blond / Fawn,null,null,Baby,Male,Large,Medium,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Simon,"Simon was turned in as a stray on 4/18 along with his brother, Sam. He is about 9 weeks old...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527275/1/?bust=1556047395&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527275/1/?bust=1556047395&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527275/1/?bust=1556047395&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527275/1/?bust=1556047395,adopted,2019-04-23T19:24:50+0000,syobymevol@scrtc.com,(270) 651-7297 ,175 Trojan Trail,P.O. Box 171,Glasgow,KY,42141,US,/v2/animals/44527275
44527276,LA388,https://www.petfinder.com/dog/arya-44527276/la/houma/b-and-l-bullies-and-broken-hearts-rescue-la388/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,American Bulldog,Pit Bull Terrier,TRUE,FALSE,Brindle,White / Cream,null,Young,Female,Large,Short,TRUE,TRUE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Arya,null,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527276/1/?bust=1556047448&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527276/1/?bust=1556047448&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527276/1/?bust=1556047448&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527276/1/?bust=1556047448,adoptable,2019-04-23T19:24:46+0000,bulliesandbrokenhearts@gmail.com,null,null,null,Houma,LA,70364,US,/v2/animals/44527276
44527260,NY963,https://www.petfinder.com/dog/pan-44527260/ny/new-hyde-park/heart-rescue-group-inc-ny963/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Chow Chow,null,TRUE,FALSE,Brown / Chocolate,null,null,Baby,Male,Medium,Medium,FALSE,FALSE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Pan,"Meet Pan! Born on March 1st, 2019, he will be available for adoption in another 3 weeks.  we are accepting...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527260/1/?bust=1556047218&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527260/1/?bust=1556047218&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527260/1/?bust=1556047218&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527260/1/?bust=1556047218,adoptable,2019-04-23T19:23:39+0000,troman0218@hotmail.com,917 751-5039,P.O. Box 1098,null,New Hyde Park,NY,11040,US,/v2/animals/44527260
44527256,LA369,https://www.petfinder.com/dog/rambo-44527256/la/baker/dantes-hope-la369/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Chihuahua,Terrier,TRUE,FALSE,Black,null,null,Young,Male,Small,Short,TRUE,TRUE,null,FALSE,TRUE,null,TRUE,null,,,,,,Rambo,"Welcome Rambo! This sweet boy was found in a parking lot, and the owner was never found. He has been...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527256/2/?bust=1556047126&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527256/2/?bust=1556047126&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527256/2/?bust=1556047126&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527256/2/?bust=1556047126,adoptable,2019-04-23T19:22:47+0000,danteshoperescue@gmail.com,(225) 281-5916,null,null,Baker,LA,70714,US,/v2/animals/44527256
44527270,WA26,https://www.petfinder.com/dog/moose-44527270/wa/spokane/spokane-humane-society-wa26/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,null,TRUE,FALSE,null,null,null,Adult,Male,Large,Short,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Moose,null,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527270/1/?bust=1556047345&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527270/1/?bust=1556047345&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527270/1/?bust=1556047345&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527270/1/?bust=1556047345,adoptable,2019-04-23T19:22:39+0000,adoptions@spokanehumanesociety.org,(509) 467-5235,6607 N. Havana,P. O. Box 6247,Spokane,WA,99217,US,/v2/animals/44527270
44527268,MD473,https://www.petfinder.com/dog/penny-44527268/md/westminster/double-dog-dare-rescue-md473/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,TRUE,FALSE,Golden,White / Cream,null,Adult,Female,Medium,Short,FALSE,TRUE,null,FALSE,TRUE,TRUE,null,null,,,,,,Penny,Meet Penny. Penny is a 2 year old Pit mix that had 9 babies that found their forever homes. Now...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527268/1/?bust=1556047391&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527268/1/?bust=1556047391&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527268/1/?bust=1556047391&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527268/1/?bust=1556047391,adoptable,2019-04-23T19:22:32+0000,christi.dddr@gmail.com,null,null,null,Westminster,MD,21157,US,/v2/animals/44527268
44527265,KY56,https://www.petfinder.com/dog/sam-44527265/ky/glasgow/barren-river-animal-welfare-association-ky56/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Australian Shepherd,Australian Cattle Dog / Blue Heeler,TRUE,FALSE,White / Cream,Yellow / Tan / Blond / Fawn,null,Baby,Male,Large,Short,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Sam,"Sam was turned in as a stray with his brother, Simon, on 4/18. He is about 9 weeks old and...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527265/1/?bust=1556047202&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527265/1/?bust=1556047202&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527265/1/?bust=1556047202&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527265/1/?bust=1556047202,adoptable,2019-04-23T19:22:04+0000,syobymevol@scrtc.com,(270) 651-7297 ,175 Trojan Trail,P.O. Box 171,Glasgow,KY,42141,US,/v2/animals/44527265
44527242,RI48,https://www.petfinder.com/dog/mitch-44527242/ri/riverside/rhode-island-spca-ri48/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Shetland Sheepdog / Sheltie,null,FALSE,FALSE,"Tricolor (Brown, Black, & White)",null,null,Senior,Male,Medium,Medium,TRUE,TRUE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Mitch,Meet Mitch! Mitch is an 11 year old Shetland/Sheepdog mix. If you’re in the market for a new best friend...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527242/1/?bust=1556047268&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527242/1/?bust=1556047268&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527242/1/?bust=1556047268&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527242/1/?bust=1556047268,adoptable,2019-04-23T19:22:03+0000,dcordeiro@rispca.com,null,186 Amaral Street,null,Riverside,RI,2915,US,/v2/animals/44527242
44527261,NC11,https://www.petfinder.com/dog/candy-44527261/nc/morganton/friends-for-animals-humane-society-of-burke-county-nc11/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Shih Tzu,Yorkshire Terrier,TRUE,FALSE,Gray / Blue / Silver,White / Cream,null,Adult,Female,Small,null,FALSE,FALSE,null,FALSE,FALSE,null,null,null,,,,,,Candy,null,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527261/1/?bust=1556047271&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527261/1/?bust=1556047271&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527261/1/?bust=1556047271&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527261/1/?bust=1556047271,adoptable,2019-04-23T19:21:36+0000,bcffa1@gmail.com,828-433-1115 ,PO Box 1884,Adoption Center at 417 Kirksey Drive,Morganton,NC,28655,US,/v2/animals/44527261
44527262,CO138,https://www.petfinder.com/dog/noah-44527262/co/golden/safe-harbor-lab-rescue-co138/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Black Labrador Retriever,null,FALSE,FALSE,null,null,null,Adult,Male,Large,Medium,TRUE,TRUE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Noah,News flash! A pup review from Noah’s foster dad just in: “Noah is a prize and an amazing Lab. I...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527262/1/?bust=1556047254&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527262/1/?bust=1556047254&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527262/1/?bust=1556047254&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527262/1/?bust=1556047254,adoptable,2019-04-23T19:21:32+0000,null,(303) 464-7777,601 16th Street  #C-322,null,Golden,CO,80401,US,/v2/animals/44527262
44527259,MS51,https://www.petfinder.com/dog/deuce-44527259/ms/nesbit/desoto-county-animal-shelter-ms51/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Spaniel,null,TRUE,FALSE,Black,White / Cream,null,Adult,Male,Medium,Medium,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Deuce,Deuce is a 5 year old male spaniel mix. He is HEART WORM NEGATIVE and up to date on vaccines....,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527259/1/?bust=1556047148&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527259/1/?bust=1556047148&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527259/1/?bust=1556047148&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527259/1/?bust=1556047148,adoptable,2019-04-23T19:21:31+0000,msparks@desotocountyms.gov,662-469-8004,1251 Humane Way,null,Nesbit,MS,38651,US,/v2/animals/44527259
44527248,MI613,https://www.petfinder.com/dog/sunny-44527248/mi/troy/paws-for-life-rescue-and-adoption-mi613/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Mastiff,null,TRUE,FALSE,Apricot / Beige,Gray / Blue / Silver,null,Young,Female,Large,Short,TRUE,TRUE,null,FALSE,TRUE,null,FALSE,null,,,,,,Sunny,COURTESY POST: Sunny is just the sweetest gentle giant there is! She was found as a stray on a cold...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527248/1/?bust=1556047002&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527248/1/?bust=1556047002&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527248/1/?bust=1556047002&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527248/1/?bust=1556047002,adoptable,2019-04-23T19:21:11+0000,info@pawsforliferescue.org,(248) 906-8752,null,null,Troy,MI,48083,US,/v2/animals/44527248
44527258,WA26,https://www.petfinder.com/dog/luna-44527258/wa/spokane/spokane-humane-society-wa26/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,null,TRUE,FALSE,null,null,null,Young,Female,Medium,Short,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Luna,null,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527258/1/?bust=1556047218&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527258/1/?bust=1556047218&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527258/1/?bust=1556047218&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527258/1/?bust=1556047218,adoptable,2019-04-23T19:20:36+0000,adoptions@spokanehumanesociety.org,(509) 467-5235,6607 N. Havana,P. O. Box 6247,Spokane,WA,99217,US,/v2/animals/44527258
44527169,GA244,https://www.petfinder.com/dog/jackson-44527169/ga/monticello/atlanta-canine-adoption-project-ga244/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Rottweiler,null,FALSE,FALSE,Bicolor,null,null,Young,Male,Large,Short,TRUE,TRUE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Jackson,Jackson is in a foster home with 2 other dogs and is getting along well with them.,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527169/1/?bust=1556046198&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527169/1/?bust=1556046198&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527169/1/?bust=1556046198&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527169/1/?bust=1556046198,adoptable,2019-04-23T19:18:58+0000,atlantacanine@bellsouth.net,null,null,null,Monticello,GA,31064,US,/v2/animals/44527169
44527240,NY282,https://www.petfinder.com/dog/fluffy-44527240/ny/briarcliff-manor/spca-of-westchester-ny282/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Hound,null,TRUE,FALSE,null,null,null,Young,Female,Medium,null,TRUE,FALSE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Fluffy,"When to Come: (Unless different date stated above)\nUnless noted differently above, our hours are Monday-Saturday 10am-4pm and Sunday 1pm-4pm....",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527240/1/?bust=1556046888&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527240/1/?bust=1556046888&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527240/1/?bust=1556046888&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527240/1/?bust=1556046888,adoptable,2019-04-23T19:18:55+0000,shelter@spca914.org,914-941-2896 ,590 North State Road,null,Briarcliff Manor,NY,10510,US,/v2/animals/44527240
44527241,CA2042,https://www.petfinder.com/dog/bridget-44527241/ca/palm-desert/loving-all-animals-inc-ca2042/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Shih Tzu,Yorkshire Terrier,TRUE,FALSE,"Tricolor (Brown, Black, & White)",null,null,Adult,Female,Small,Long,TRUE,TRUE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,BRIDGET,BRIDGET IS a darling  little 5 year old. She weighs about 18 pounds. (She could loose a couple of pounds!!.She...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527241/1/?bust=1556046930&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527241/1/?bust=1556046930&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527241/1/?bust=1556046930&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527241/1/?bust=1556046930,adoptable,2019-04-23T19:18:28+0000,petasks@lovingallanimals.org,(760) 834-7000,44635 San Rafael,null,Palm Desert,CA,92260,US,/v2/animals/44527241
44527252,NC11,https://www.petfinder.com/dog/andy-44527252/nc/morganton/friends-for-animals-humane-society-of-burke-county-nc11/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Schnauzer,Dachshund,TRUE,FALSE,Brown / Chocolate,Yellow / Tan / Blond / Fawn,null,Adult,Male,Small,null,FALSE,FALSE,null,FALSE,FALSE,null,null,null,,,,,,Andy,null,r,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527252/1/?bust=1556047086&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527252/1/?bust=1556047086&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527252/1/?bust=1556047086,adoptable,2019-04-23T19:18:18+0000,bcffa1@gmail.com,828-433-1115 ,PO Box 1884,Adoption Center at 417 Kirksey Drive,Morganton,NC,28655,US,/v2/animals/44527252
44527211,TN145,https://www.petfinder.com/dog/gizmo-44527211/tn/cleveland/ark-of-cleveland-inc-tn145/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Chihuahua,Terrier,TRUE,FALSE,White / Cream,null,null,Young,Male,Small,Short,TRUE,FALSE,null,FALSE,TRUE,TRUE,TRUE,null,Playful,Loving,,,,Gizmo,"Hi, my name is GIZMO! I am a one year old, 10 pound, Chihuahua. I was owner surrendered because my...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527211/1/?bust=1556046962&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527211/1/?bust=1556046962&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527211/1/?bust=1556046962&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527211/1/?bust=1556046962,adoptable,2019-04-23T19:18:17+0000,ArkofCleveland@aol.com,(423) 472-2744,240 Oak St NW,null,Cleveland,TN,37320,US,/v2/animals/44527211
44527249,GA545,https://www.petfinder.com/dog/lucy-44527249/ga/newnan/for-paws-rescue-ga545/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Boston Terrier,null,FALSE,FALSE,Black,White / Cream,null,Young,Female,Small,Short,TRUE,TRUE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Lucy,Meet Lucy! A cute little female Boston Terrier who weighs 14 pounds. Lucy is deaf and knows hand signals.  Lucy...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527249/4/?bust=1556046962&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527249/4/?bust=1556046962&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527249/4/?bust=1556046962&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527249/4/?bust=1556046962,adoptable,2019-04-23T19:17:56+0000,forpawsrescue@aol.com,(678) 592-0064,null,null,Newnan,GA,30265,US,/v2/animals/44527249
44527245,MS51,https://www.petfinder.com/dog/cairo-44527245/ms/nesbit/desoto-county-animal-shelter-ms51/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,null,TRUE,FALSE,Brown / Chocolate,White / Cream,null,Young,Female,Medium,Short,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Cairo,Cairo is a 3 year old female lab mix. She is now fixed and up to date on shots. Cairo...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527245/1/?bust=1556046941&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527245/1/?bust=1556046941&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527245/1/?bust=1556046941&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527245/1/?bust=1556046941,adoptable,2019-04-23T19:16:47+0000,msparks@desotocountyms.gov,662-469-8004,1251 Humane Way,null,Nesbit,MS,38651,US,/v2/animals/44527245
44527190,ON580,https://www.petfinder.com/dog/murphy-44527190/on/north-york/house-of-poochie-on580/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Chihuahua,null,TRUE,FALSE,Bicolor,null,null,Young,Male,Small,Short,TRUE,FALSE,null,TRUE,TRUE,null,TRUE,null,,,,,,Murphy,"Murphy is under 2 yrs old very sweet, calm sociable and playful little guy.  He was found on the street...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527190/3/?bust=1556046322&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527190/3/?bust=1556046322&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527190/3/?bust=1556046322&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527190/3/?bust=1556046322,adoptable,2019-04-23T19:16:41+0000,houseofpoochie@hotmail.com,416-817-3946,null,null,North York,ON,M6A 2G4,CA,/v2/animals/44527190
44527230,TX988,https://www.petfinder.com/dog/crystal-44527230/tx/san-antonio/snipsa-inc-tx988/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,Spaniel,TRUE,FALSE,Black,Yellow / Tan / Blond / Fawn,null,Baby,Female,Medium,Short,TRUE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Crystal,"If you’re looking for the crown jewel of a pup, you have to meet Crystal!\nThis gorgeous lab mix is...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527230/1/?bust=1556046885&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527230/1/?bust=1556046885&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527230/1/?bust=1556046885&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527230/1/?bust=1556046885,adoptable,2019-04-23T19:16:24+0000,snipsaadoptions@gmail.com,(210) 237-9400,PO Box 90325,null,San Antonio,TX,78209,US,/v2/animals/44527230
44527226,FL1565,https://www.petfinder.com/dog/spartan-44527226/ga/monroe/ozr-great-dane-rescue-inc-fl1565/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Great Dane,null,FALSE,FALSE,Merle (Blue),null,null,Baby,Male,Extra Large,Short,FALSE,TRUE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Spartan,"Spartan is a 6 months that old, merle, Great Dane. He came to OZR with severe knuckling and could barely...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527226/1/?bust=1556046677&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527226/1/?bust=1556046677&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527226/1/?bust=1556046677&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527226/1/?bust=1556046677,adoptable,2019-04-23T19:16:22+0000,support@ozrgdr.org,null,null,null,Monroe,GA,30655,US,/v2/animals/44527226
44527244,MS134,https://www.petfinder.com/dog/will-44527244/ms/west-point/west-point-clay-county-animal-shelter-ms134/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Chihuahua,null,TRUE,FALSE,Black,White / Cream,null,Senior,Male,Small,Short,FALSE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Will,Will weighs 8.2 pounds.,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527244/1/?bust=1556047849&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527244/1/?bust=1556047849&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527244/1/?bust=1556047849&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527244/1/?bust=1556047849,adoptable,2019-04-23T19:16:19+0000,wpccanimalshelter@gmail.com,662-524-4430,5122 Old Tibbee Road,null,West Point,MS,39773,US,/v2/animals/44527244
44527207,NY963,https://www.petfinder.com/dog/pandora-44527207/ny/new-hyde-park/heart-rescue-group-inc-ny963/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Chow Chow,null,TRUE,FALSE,White / Cream,null,null,Baby,Female,Medium,Medium,FALSE,FALSE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Pandora,"Meet Pandora! Born on March 1st, 2019, she will be available for adoption in another 3 weeks.  we are accepting...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527207/2/?bust=1556046406&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527207/2/?bust=1556046406&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527207/2/?bust=1556046406&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44527207/2/?bust=1556046406,adoptable,2019-04-23T19:16:17+0000,troman0218@hotmail.com,917 751-5039,P.O. Box 1098,null,New Hyde Park,NY,11040,US,/v2/animals/44527207
